"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Icon_Path__c","nPortal__Portal_Subheader_Text__c","nFORCE__Parameters__c","nPortal__Search_Object_Filter__c","nPortal__Search_Object_Type__c","nPortal__Search_Results_Fieldset__c","nPortal__Search_Select_Active_Text__c","nPortal__Search_Select_Text__c","nFORCE__Body_Type__c","nFORCE__Description__c","nFORCE__Taxonomy_Id__c"
"a2E5f000000y1gPEAQ","0055f000004XdsRAAS","","Collateral Summary","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","collateral2-summary-m","nforce__ncdatagrid","","n-icon-collateral","false","nforce__navigation","","","a2G5f000000xarVEAQ","nforce__sub_navigation","","nforce__topbar","42639284719916649","","","","","","","","","","","","collateral2-summary-m"
"a2E5f000000y1gQEAQ","0055f000004XdsRAAS","","Collateral Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","collateral2-details-m","nforce__korelatedtable","","n-","false","nforce__navigation","","","a2G5f000000xarWEAQ","nforce__sub_navigation","","nforce__topbar","42525387980542957","","","","","","","","","","","","collateral2-details-m"
"a2E5f000000y1gREAQ","0055f000004XdsRAAS","","Manage Collateral","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","manage-collateral-landing","","","n-icon-collateral","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E5f000000y1gREAQ","","","","","","","","","","","","manage-collateral-landing"
"a2E5f000000y1gSEAQ","0055f000004XdsRAAS","","Collateral","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","collateral2-landing-m","","","n-icon-collateral","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42778264963006732","","","","","","","","","","","","collateral2-landing-m"
"a2E5f000000y1gTEAQ","0055f000004XdsRAAS","","HMDA Eligibility","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","hmda-eligibility-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","4295025858547961","","","","","","","","","","","","hmda-eligibility-m"
"a2E5f000000y1gUEAQ","0055f000004XdsRAAS","","Reg O","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","RegO-kyc-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","5036987463521","","","","","","","","","","","","RegO-kyc-m"
"a2E5f000000y1gVEAQ","0055f000004XdsRAAS","","Reg W","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","RegW-kyc-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","84665003548646","","","","","","","","","","","","RegW-kyc-m"
"a2E5f000000y1gWEAQ","0055f000004XdsRAAS","","HVCRE","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","hvcre-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","8466508432150","","","","","","","","","","","","hvcre-m"
"a2E5f000000y1gXEAQ","0055f000004XdsRAAS","","CRA","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","CRA-kyc-m","llc_bi__Questionnaire_Loan_App","","n-icon-hmda","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","846650843218496","","","","","","","","","","","","CRA-kyc-m"
"a2E5f000000y1gYEAQ","0055f000004XdsRAAS","","Certifications","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","certifications-m","nforce__kogridlist","","n-icon-hmda","false","nforce__navigation","","","a2G5f000000xarXEAQ","nforce__sub_navigation","","nforce__topbar","42834459736032594","","","","","","","","","","","","certifications-m"
"a2E5f000000y1gZEAQ","0055f000005hWS2AAM","","Product Package","2021-11-10T13:29:22.000Z","0055f000005hWS2AAM","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","unidoc-LLC_BI__Product_Package__c","ndoc__universaldocmanconfiguration","","","false","nforce__navigation","6.0","","","nforce__sub_navigation","","nforce__topbar","42082202804169323","","","","","","","","","","","","unidoc-LLC_BI__Product_Package__c"
"a2E5f000000y1gaEAA","0055f000004XdsRAAS","","Spreads Configuration","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQRAA2","","","","","","spreads-configuration","nCRED__spreadadministration","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nFORCE__ngtopbar","42861868552342988","","","","","","","","","","","","spreads-configuration"
"a2E5f000000y1gbEAA","0055f000004XdsRAAS","","Existing Records","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQRAA2","","","","","","spreads-configuration-existing-records","nCRED__spreadadministrationexistingrecords","","","false","nFORCE__navigation","","","","nFORCE__sub_navigation","","nFORCE__ngtopbar","42664935369897489","","","","","","","","","","","","spreads-configuration-existing-records"
"a2E5f000000y1gcEAA","0055f000004XdsRAAS","","Spreads","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","tool-statement-launcher","ncred__statementlauncherui","","n-icon-underwriting","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42045205051522365","","","","","","","","","","","","tool-statement-launcher"
"a2E5f000000y1gdEAA","0055f000004XdsRAAS","","Spreads","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","statement-launcher","ncred__statementlauncherui","","n-icon-underwriting","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42904824851005665","","","","","","","","","","","","statement-launcher"
"a2E5f000000y1gfEAA","0055f000005hWRXAA2","","Document Preparation","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","","","","","","doc-prep","nfuse__docpreplandingpage","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42294044000495764","","","","","","","","","","","","doc-prep"
"a2E5f000000y1ggEAA","0055f000005hWRXAA2","","Document Preparation","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","","","","","","doc-prep-closing","nfuse__docpreplandingpage","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42047016914477821","","","","","","","","","","","","doc-prep-closing"
"a2E5f000000y1ghEAA","0055f000005hWRXAA2","","Confirm","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","","","","","","doc-prep-review","nfuse__docprepreview","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42636916148126635","","","","","","","","","","","","doc-prep-review"
"a2E5f000000y1giEAA","0055f000005hWRXAA2","","Document Status","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","","","","","","doc-prep-status","nfuse__docprepstatus","","n-icon-document","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42759484883951832","","","","","","","","","","","","doc-prep-status"
"a2E5f000000y1gjEAA","0055f000005hWRXAA2","","Verifications","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","","","","","","verify-credit","nfuse__verificationschecklist","","","false","nforce__navigation","","","","nforce__sub_navigation","","llc_bi__ngtopbar","176b7ac3-db61-349c","","","","","","","","","","","","verify-credit"
"a2E5f000000y1gkEAA","0055f000005hWRXAA2","","Verifications Checklist","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","","","","","","verify-credit-checklist","nfuse__verificationschecklist","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42330113915726843","","","","","","","","","","","","verify-credit-checklist"
"a2E5f000000y1glEAA","0055f000005hWRXAA2","","Verifications Checklist","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","","","","","","loan-verify-credit-checklist","nfuse__verificationschecklist","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42497093717940942","","","","","","","","","","","","loan-verify-credit-checklist"
"a2E5f000000y1gmEAA","0055f000005hWRXAA2","","Generate Documents","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","","","","","","pc-dep-docprep","nfuse__depactdocpreplanding","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42432437859509328","","","","","","","","","","","","pc-dep-docprep"
"a2E5f000000y1gnEAA","0055f000005hWRXAA2","","Review & Submit","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","dep-docprep-review","nfuse__depactdocprepreview","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42518819524502733","","","","","","","","","","","","dep-docprep-review"
"a2E5f000000y1goEAA","0055f000005hWRXAA2","","Generate Documents","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","","","","","","pm-dep-docprep","nfuse__depactdocpreplanding","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42730166018309141","","","","","","","","","","","","pm-dep-docprep"
"a2E5f000000y1gpEAA","0055f000005hWRXAA2","","Review & Submit","2021-11-10T13:29:22.000Z","0055f000005hWRXAA2","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","pm-dep-docprep-review","nfuse__depactdocprepreview","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42777237846117686","","","","","","","","","","","","pm-dep-docprep-review"
"a2E5f000000y1gqEAA","0055f000004XdsRAAS","","Portal Dashboard","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","ptl-dashboard","nportal__dashboard","","","false","nportal__dashboardnavigation","","","","","","","42535068051304864","","","","","","","","","","","","ptl-dashboard"
"a2E5f000000y1grEAA","0055f000004XdsRAAS","","Product Explorer","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","ptl-explorer","nportal__productexplorer","","","false","nportal__dashboardnavigation","","","","","","","42597255124143990","","","","","","","","","","","","ptl-explorer"
"a2E5f000000y1gsEAA","0055f000004XdsRAAS","","Portal Access","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","tool-portal-access","nportal__portalaccess","","n-icon-team","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42244814648666622","","","","","","","","","","","","tool-portal-access"
"a2E5f000000y1gtEAA","0055f000005hWQPAA2","","Experience Designer","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","experience-designer-admin","nforce__layouteditor","","n-icon-misc18","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42874308737486839","","","","","","","","","","","","experience-designer-admin"
"a2E5f000000y1guEAA","0055f000005hWQPAA2","","Layout Editor","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","layout-editor","nforce__layouteditor","","n-icon-misc18","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42207090954158476","","","","","","","","","","","","layout-editor"
"a2E5f000000y1gvEAA","0055f000004XdsRAAS","","Treasury Services Summary","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","relationship-treasury-services-summary","llc_bi__treasuryservicessummary","","","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__blank","42789930391563599","","","","","","","","","","","","relationship-treasury-services-summary"
"a2E5f000000y1gwEAA","0055f000004XdsRAAS","","Total Exposure Summary","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","total-exposure","llc_bi__totalexposureaccount","","","false","nforce__inline_navigation","","","a2G5f000000xapeEAA","nforce__sub_navigation","","nforce__blank","42133487890776521","","","","","","","","","","","","total-exposure"
"a2E5f000000y1gxEAA","0055f000004XdsRAAS","","Recalculate Loan","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","action-recalculate-loan","llc_bi__recalculateloan","","n-icon-misc31","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42404263368851631","","","","","","","","","","","","action-recalculate-loan"
"a2E5f000000y1gyEAA","0055f000004XdsRAAS","","Participation","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","syndication-participation","","","","false","","","","","","","","42815384109761063","","","","","","","","","","","","syndication-participation"
"a2E5f000000y1gzEAA","0055f000004XdsRAAS","","Participation Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","syndication-participation-details","nforce__ncdatagrid","","","false","nforce__navigation","","","a2G5f000000xarYEAQ","nforce__sub_navigation","","nforce__topbar","42809676640223238","","","","","","","","","","","","syndication-participation-details"
"a2E5f000000y1h0EAA","0055f000004XdsRAAS","","Syndications Summary","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","syndication-participation-summary","nforce__korelatedtable","","","false","nforce__navigation","","","a2G5f000000xarZEAQ","nforce__sub_navigation","","nforce__topbar","42829161873436760","","","","","","","","","","","","syndication-participation-summary"
"a2E5f000000y1h1EAA","0055f000004XdsRAAS","","Maintenance Configuration","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","treasury-maintenance-configuration","llc_bi__treasurymaintenanceconfiguration","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42627222425224174","","","","","","","","","","","","treasury-maintenance-configuration"
"a2E5f000000y1h2EAA","0055f000004XdsRAAS","","Total Exposure Admin","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","total-exposure-admin","llc_bi__totalexposureadmin","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42325086923993152","","","","","","","","","","","","total-exposure-admin"
"a2E5f000000y1h3EAA","0055f000004XdsRAAS","","Counterparty Report","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","counterparty-report","nforce__korelatedtable","","n-icon-loan","false","nforce__inline_navigation","","","a2G5f000000xaraEAA","nforce__sub_navigation","","nforce__topbar","42218930709551522","","","","","","","","","","","","counterparty-report"
"a2E5f000000y1h4EAA","0055f000004XdsRAAS","","Document Manager","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","tool-counterparty-unidocman","NDOC__UniversalDocMan","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42505373187801301","","","","","","","","","","","","tool-counterparty-unidocman"
"a2E5f000000y1h5EAA","0055f000004XdsRAAS","","Total Exposure","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","pp-total-exposure","llc_bi__totalexposureproductpackage","","","false","nforce__navigation","","","a2G5f000000xarbEAA","nforce__sub_navigation","","nforce__topbar","42591176087727551","","","","","","","","","","","","pp-total-exposure"
"a2E5f000000y1h6EAA","0055f000004XdsRAAS","","Syndications","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","pp-syndication","llc_bi__productpackagesyndications","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42832394861101095","","","","","","","","","","","","pp-syndication"
"a2E5f000000y1h7EAA","0055f000004XdsRAAS","","Credit Memo Configuration","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","credit-memo-admin","llc_bi__creditmemoadmin","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42053134223122553","","","","","","","","","","","","credit-memo-admin"
"a2E5f000000y1h8EAA","0055f000004XdsRAAS","","Create Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","bus-connected-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","bus-connected-create-relationship","","","","","","","","","","","","bus-connected-create-relationship"
"a2E5f000000y1h9EAA","0055f000004XdsRAAS","","Create Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","bus-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","bus-create-relationship","","","","","","","","","","","","bus-create-relationship"
"a2E5f000000y1hAEAQ","0055f000004XdsRAAS","","Create Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","ind-connected-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","ind-connected-create-relationship","","","","","","","","","","","","ind-connected-create-relationship"
"a2E5f000000y1hBEAQ","0055f000004XdsRAAS","","Create Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","ind-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","ind-create-relationship","","","","","","","","","","","","ind-create-relationship"
"a2E5f000000y1hCEAQ","0055f000004XdsRAAS","","Create Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","loan-bus-connected-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","loan-bus-connected-create-relationship","","","","","","","","","","","","loan-bus-connected-create-relationship"
"a2E5f000000y1hDEAQ","0055f000004XdsRAAS","","Create Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","loan-bus-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","loan-bus-create-relationship","","","","","","","","","","","","loan-bus-create-relationship"
"a2E5f000000y1hEEAQ","0055f000004XdsRAAS","","Create Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","loan-ind-connected-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","loan-ind-connected-create-relationship","","","","","","","","","","","","loan-ind-connected-create-relationship"
"a2E5f000000y1hFEAQ","0055f000004XdsRAAS","","Create Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","loan-ind-create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","loan-ind-create-relationship","","","","","","","","","","","","loan-ind-create-relationship"
"a2E5f000000y1hGEAQ","0055f000004XdsRAAS","","Create Relationship","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","create-relationship","llc_bi__create_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","create-relationship","","","","","","","","","","","","create-relationship"
"a2E5f000000y1hHEAQ","0055f000004XdsRAAS","","Budget Administration","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","budget-locked","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2E5f000000y1hHEAQ","","","","","","","","","","","","budget-locked"
"a2E5f000000y1hIEAQ","0055f000005hWS2AAM","","E-Signature","2021-11-10T13:29:22.000Z","0055f000005hWS2AAM","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","unidoc-e-signature","ndoc__universaldocmanconfigurationesign","","","false","nforce__navigation","8.0","","","nforce__sub_navigation","","nforce__topbar","42471764745649851","","","","","","","","","","","","unidoc-e-signature"
"a2E5f000000y1hJEAQ","0055f000004XdsRAAS","","Loan Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","loan-detail","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2G5f000000xarcEAA","nforce__sub_navigation","","nforce__topbar","42119698106335693","","","","","","","","","","","","loan-detail"
"a2E5f000000y1hKEAQ","0055f000004XdsRAAS","","Pricing","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","loan-pricing","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2G5f000000xardEAA","nforce__sub_navigation","","nforce__topbar","42120795000998342","","","","","","","","","","","","loan-pricing"
"a2E5f000000y1hLEAQ","0055f000004XdsRAAS","","Rate Structure","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","rate-structure","llc_bi__ratestructure","","n-icon-loan","false","nforce__navigation","","","a2G5f000000xareEAA","nforce__sub_navigation","","nforce__topbar","42620359695756937","","","","","","","","","","","","rate-structure"
"a2E5f000000y1hMEAQ","0055f000004XdsRAAS","","Payment Structure","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","payment-structure","llc_bi__paymentstructure","","n-icon-loan","false","nforce__navigation","","","a2G5f000000xarfEAA","nforce__sub_navigation","","nforce__topbar","42053069917921987","","","","","","","","","","","","payment-structure"
"a2E5f000000y1hNEAQ","0055f000004XdsRAAS","","Referral","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","referral-information","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2G5f000000xargEAA","nforce__sub_navigation","","nforce__topbar","42860769616403380","","","","","","","","","","","","referral-information"
"a2E5f000000y1hOEAQ","0055f000004XdsRAAS","","Balance Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","balance-information","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2G5f000000xarhEAA","nforce__sub_navigation","","nforce__topbar","42701882967143794","","","","","","","","","","","","balance-information"
"a2E5f000000y1hPEAQ","0055f000004XdsRAAS","","Booked Details","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","booked-information","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2G5f000000xariEAA","nforce__sub_navigation","","nforce__topbar","42530010605376508","","","","","","","","","","","","booked-information"
"a2E5f000000y1hQEAQ","0055f000004XdsRAAS","","Borrowing Structure","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","borrowing-structure","llc_bi__multitierinvolvement","","n-icon-relationship","false","nforce__navigation","","","a2G5f000000xarjEAA","nforce__sub_navigation","","nforce__topbar","42927264479719747","","","","","","","","","","","","borrowing-structure"
"a2E5f000000y1hREAQ","0055f000004XdsRAAS","","Covenants","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","covenants","llc_bi__loancovenantrelatedlist","","n-icon-covenant","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42876068965003361","","","","","","","","","","","","covenants"
"a2E5f000000y1hSEAQ","0055f000004XdsRAAS","","Covenant Management","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","covenant-management","llc_bi__loancovenantmanagerui","","n-icon-covenant","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42866985973177913","","","","","","","","","","","","covenant-management"
"a2E5f000000y1hTEAQ","0055f000004XdsRAAS","","CRA Reporting","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","community-reinvestment-act","llc_bi__cra_reporting","","n-icon-treasury_management","false","nforce__navigation","","","a2G5f000000xarkEAA","nforce__sub_navigation","","nforce__topbar","42755158470345074","","","","","","","","","","","","community-reinvestment-act"
"a2E5f000000y1hUEAQ","0055f000004XdsRAAS","","HMDA","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","hmda-applicants","llc_bi__hmda_applicants","","n-icon-hmda","false","nforce__navigation","","","a2G5f000000xarlEAA","nforce__sub_navigation","","nforce__topbar","42641288164938606","","","","","","","","","","","","hmda-applicants"
"a2E5f000000y1hVEAQ","0055f000004XdsRAAS","","Entity Compliance","2021-11-10T13:29:22.000Z","0055f000004XdsRAAS","2021-11-10T13:29:22.000Z","0055f000005hWQPAA2","","","","","","hmda-entity-compliance-2017","llc_bi__hmda_entity_compliance","","n-icon-hmda","false","nforce__navigation","","","a2G5f000000xarmEAA","nforce__sub_navigation","","nforce__topbar","42346585589816824","","","","","","","","","","","","hmda-entity-compliance-2017"
